WAVY_ID:Dado:Timestamp
WAVY04:37.020066,-7.930181:2025-01-01-00-00-00
WAVY04:38.519989,-8.890287:2025-01-01-01-47-10
WAVY04:38.519923,-8.890095:2025-01-01-01-47-15
WAVY04:38.520294,-8.890208:2025-01-01-01-47-20
WAVY04:38.519811,-8.890398:2025-01-01-01-47-25
WAVY01:40.639543,-8.650042:2025-01-01-01-47-05
WAVY01:40.639942,-8.650484:2025-01-01-01-47-10
WAVY01:40.639763,-8.650139:2025-01-01-01-47-15
WAVY01:40.640239,-8.650059:2025-01-01-01-47-20
WAVY01:40.639925,-8.650086:2025-01-01-01-47-25
WAVY04:38.519706,-8.889883:2025-01-01-01-47-30
WAVY04:38.519582,-8.890035:2025-01-01-01-47-35
WAVY04:38.520092,-8.889540:2025-01-01-01-47-40
WAVY04:38.519704,-8.889746:2025-01-01-01-47-45
WAVY04:38.519711,-8.890099:2025-01-01-01-47-50
WAVY01:40.639645,-8.649646:2025-01-01-01-47-30
WAVY01:40.639582,-8.650035:2025-01-01-01-47-35
WAVY01:40.640285,-8.649761:2025-01-01-01-47-40
WAVY01:40.640379,-8.649923:2025-01-01-01-47-45
WAVY01:40.640168,-8.649830:2025-01-01-01-47-50
WAVY01:40.639515,-8.650035:2025-01-01-01-47-55
WAVY01:40.639554,-8.649779:2025-01-01-01-48-00
WAVY01:40.640015,-8.650036:2025-01-01-01-48-05
WAVY01:40.639922,-8.650026:2025-01-01-01-48-10
WAVY01:40.639986,-8.650003:2025-01-01-01-48-15
WAVY04:38.519548,-8.889535:2025-01-01-01-47-55
WAVY04:38.519577,-8.889778:2025-01-01-01-48-00
WAVY04:38.519660,-8.890190:2025-01-01-01-48-05
WAVY04:38.520439,-8.890401:2025-01-01-01-48-10
WAVY04:38.520399,-8.889969:2025-01-01-01-48-15
WAVY01:40.639650,-8.650173:2025-01-01-01-48-20
WAVY01:40.639929,-8.649549:2025-01-01-01-48-25
WAVY01:40.639832,-8.649535:2025-01-01-01-48-30
WAVY01:40.639768,-8.650004:2025-01-01-01-48-35
WAVY01:40.639544,-8.650457:2025-01-01-01-48-40
WAVY04:38.520089,-8.890481:2025-01-01-01-48-20
WAVY04:38.520336,-8.890132:2025-01-01-01-48-25
WAVY04:38.519575,-8.890474:2025-01-01-01-48-30
WAVY04:38.520039,-8.890239:2025-01-01-01-48-35
WAVY04:38.520447,-8.889711:2025-01-01-01-48-40
WAVY04:38.519998,-8.890016:2025-01-01-01-48-45
WAVY04:38.519630,-8.890361:2025-01-01-01-48-50
WAVY04:38.519766,-8.889874:2025-01-01-01-48-55
WAVY04:38.519635,-8.890216:2025-01-01-01-49-00
WAVY04:38.520039,-8.889904:2025-01-01-01-49-05
WAVY01:40.640371,-8.649861:2025-01-01-01-48-45
WAVY01:40.640123,-8.649790:2025-01-01-01-48-50
WAVY01:40.639532,-8.650122:2025-01-01-01-48-55
WAVY01:40.640140,-8.650276:2025-01-01-01-49-00
WAVY01:40.639523,-8.649507:2025-01-01-01-49-05
WAVY01:40.639688,-8.649637:2025-01-01-01-49-10
WAVY01:40.640138,-8.649842:2025-01-01-01-49-15
WAVY01:40.640049,-8.649770:2025-01-01-01-49-20
WAVY01:40.639653,-8.649592:2025-01-01-01-49-25
WAVY01:40.639833,-8.649966:2025-01-01-01-49-30
WAVY04:38.520180,-8.890109:2025-01-01-01-49-10
WAVY04:38.520000,-8.889672:2025-01-01-01-49-15
WAVY04:38.520422,-8.890135:2025-01-01-01-49-20
WAVY04:38.519815,-8.890121:2025-01-01-01-49-25
WAVY04:38.519686,-8.889539:2025-01-01-01-49-30
WAVY01:40.639633,-8.650433:2025-01-01-01-49-35
WAVY01:40.639867,-8.649698:2025-01-01-01-49-40
WAVY01:40.640059,-8.649996:2025-01-01-01-49-45
WAVY01:40.639544,-8.650036:2025-01-01-01-49-50
WAVY01:40.640356,-8.649533:2025-01-01-01-49-55
WAVY04:38.520042,-8.889607:2025-01-01-01-49-35
WAVY04:38.519540,-8.890369:2025-01-01-01-49-40
WAVY04:38.519802,-8.890107:2025-01-01-01-49-45
WAVY04:38.520021,-8.890137:2025-01-01-01-49-50
WAVY04:38.520172,-8.890105:2025-01-01-01-49-55
WAVY04:38.520467,-8.890224:2025-01-01-01-50-00
WAVY04:38.520068,-8.889655:2025-01-01-01-50-05
WAVY04:38.520160,-8.889581:2025-01-01-01-50-10
WAVY04:38.519905,-8.890362:2025-01-01-01-50-15
WAVY04:38.519732,-8.889655:2025-01-01-01-50-20
WAVY01:40.640020,-8.650360:2025-01-01-01-50-00
WAVY01:40.639636,-8.650497:2025-01-01-01-50-05
WAVY01:40.639627,-8.649756:2025-01-01-01-50-10
WAVY01:40.639993,-8.649847:2025-01-01-01-50-15
WAVY01:40.640420,-8.649648:2025-01-01-01-50-20
WAVY04:38.520468,-8.889777:2025-01-01-01-50-25
WAVY04:38.519857,-8.889818:2025-01-01-01-50-30
WAVY04:38.520133,-8.889853:2025-01-01-01-50-35
WAVY04:38.520438,-8.889864:2025-01-01-01-50-40
WAVY04:38.520009,-8.890451:2025-01-01-01-50-45
WAVY01:40.640301,-8.650447:2025-01-01-01-50-25
WAVY01:40.640059,-8.649505:2025-01-01-01-50-30
WAVY01:40.639765,-8.650139:2025-01-01-01-50-35
WAVY01:40.639586,-8.650251:2025-01-01-01-50-40
WAVY01:40.640324,-8.649649:2025-01-01-01-50-45
WAVY04:38.520481,-8.890253:2025-01-01-01-50-50
WAVY04:38.520156,-8.889556:2025-01-01-01-50-55
WAVY04:38.519600,-8.890357:2025-01-01-01-51-00
WAVY04:38.520076,-8.889663:2025-01-01-01-51-05
WAVY04:38.519893,-8.889923:2025-01-01-01-51-10
WAVY01:40.640349,-8.649717:2025-01-01-01-50-50
WAVY01:40.639941,-8.650044:2025-01-01-01-50-55
WAVY01:40.639881,-8.650071:2025-01-01-01-51-00
WAVY01:40.640270,-8.649893:2025-01-01-01-51-05
WAVY01:40.639869,-8.650372:2025-01-01-01-51-10
WAVY01:40.639602,-8.649702:2025-01-01-01-51-15
WAVY01:40.640361,-8.649818:2025-01-01-01-51-20
WAVY01:40.639562,-8.649959:2025-01-01-01-51-25
WAVY01:40.640078,-8.650493:2025-01-01-01-51-30
WAVY01:40.640486,-8.649504:2025-01-01-01-51-35
WAVY04:38.519501,-8.889874:2025-01-01-01-51-15
WAVY04:38.520076,-8.890431:2025-01-01-01-51-20
WAVY04:38.520451,-8.890435:2025-01-01-01-51-25
WAVY04:38.520002,-8.890440:2025-01-01-01-51-30
WAVY04:38.519514,-8.889708:2025-01-01-01-51-35
WAVY04:38.520021,-8.889781:2025-01-01-01-51-40
WAVY04:38.520312,-8.889560:2025-01-01-01-51-45
WAVY04:38.519976,-8.890426:2025-01-01-01-51-50
WAVY04:38.519504,-8.889653:2025-01-01-01-51-55
WAVY04:38.520449,-8.890342:2025-01-01-01-52-00
WAVY01:40.640041,-8.650258:2025-01-01-01-51-40
WAVY01:40.639808,-8.650334:2025-01-01-01-51-45
WAVY01:40.639768,-8.649536:2025-01-01-01-51-50
WAVY01:40.640131,-8.649888:2025-01-01-01-51-55
WAVY01:40.640272,-8.650463:2025-01-01-01-52-00
WAVY04:38.520107,-8.889794:2025-01-01-01-52-05
WAVY04:38.519804,-8.890347:2025-01-01-01-52-10
WAVY04:38.519578,-8.890424:2025-01-01-01-52-15
WAVY04:38.520124,-8.889523:2025-01-01-01-52-20
WAVY04:38.520346,-8.890126:2025-01-01-01-52-25
WAVY01:40.640288,-8.649607:2025-01-01-01-52-05
WAVY01:40.640439,-8.650039:2025-01-01-01-52-10
WAVY01:40.640214,-8.649531:2025-01-01-01-52-15
WAVY01:40.639773,-8.649705:2025-01-01-01-52-20
WAVY01:40.640146,-8.650270:2025-01-01-01-52-25
WAVY04:38.519968,-8.889838:2025-01-01-01-52-30
WAVY04:38.520416,-8.889549:2025-01-01-01-52-35
WAVY04:38.520136,-8.889918:2025-01-01-01-52-40
WAVY04:38.519937,-8.889872:2025-01-01-01-52-45
WAVY04:38.519842,-8.889861:2025-01-01-01-52-50
WAVY01:40.639644,-8.649541:2025-01-01-01-52-30
WAVY01:40.640016,-8.650384:2025-01-01-01-52-35
WAVY01:40.640136,-8.650113:2025-01-01-01-52-40
WAVY01:40.639582,-8.649767:2025-01-01-01-52-45
WAVY01:40.639842,-8.649861:2025-01-01-01-52-50
WAVY01:40.639573,-8.650037:2025-01-01-01-52-55
WAVY01:40.639564,-8.649650:2025-01-01-01-53-00
WAVY01:40.639686,-8.650006:2025-01-01-01-53-05
WAVY01:40.640110,-8.649544:2025-01-01-01-53-10
WAVY01:40.640484,-8.650310:2025-01-01-01-53-15
WAVY04:38.519697,-8.889660:2025-01-01-01-52-55
WAVY04:38.520407,-8.890213:2025-01-01-01-53-00
WAVY04:38.520372,-8.890113:2025-01-01-01-53-05
WAVY04:38.520428,-8.889522:2025-01-01-01-53-10
WAVY04:38.520388,-8.890487:2025-01-01-01-53-15
WAVY01:40.640146,-8.650170:2025-01-01-01-53-20
WAVY01:40.639878,-8.649816:2025-01-01-01-53-25
WAVY01:40.640235,-8.649818:2025-01-01-01-53-30
WAVY01:40.639841,-8.650105:2025-01-01-01-53-35
WAVY01:40.640042,-8.649538:2025-01-01-01-53-40
WAVY04:38.519962,-8.889954:2025-01-01-01-53-20
WAVY04:38.520163,-8.890248:2025-01-01-01-53-25
WAVY04:38.519662,-8.890195:2025-01-01-01-53-30
WAVY04:38.519528,-8.889616:2025-01-01-01-53-35
WAVY04:38.520145,-8.889695:2025-01-01-01-53-40
WAVY01:40.640155,-8.650349:2025-01-01-01-53-45
WAVY01:40.640313,-8.650263:2025-01-01-01-53-50
WAVY01:40.639570,-8.649613:2025-01-01-01-53-55
WAVY01:40.639631,-8.649800:2025-01-01-01-54-00
WAVY01:40.640056,-8.650221:2025-01-01-01-54-05
WAVY04:38.519937,-8.890398:2025-01-01-01-53-45
WAVY04:38.519775,-8.889599:2025-01-01-01-53-50
WAVY04:38.519861,-8.890188:2025-01-01-01-53-55
WAVY04:38.519874,-8.889960:2025-01-01-01-54-00
WAVY04:38.520395,-8.890323:2025-01-01-01-54-05
WAVY01:40.640491,-8.649558:2025-01-01-01-54-10
WAVY01:40.640125,-8.649586:2025-01-01-01-54-15
WAVY01:40.640174,-8.650224:2025-01-01-01-54-20
WAVY01:40.639563,-8.650019:2025-01-01-01-54-25
WAVY01:40.640328,-8.649648:2025-01-01-01-54-30
WAVY04:38.519701,-8.889570:2025-01-01-01-54-10
WAVY04:38.520109,-8.890170:2025-01-01-01-54-15
WAVY04:38.519889,-8.889942:2025-01-01-01-54-20
WAVY04:38.520370,-8.889811:2025-01-01-01-54-25
WAVY04:38.520058,-8.889729:2025-01-01-01-54-30
WAVY04:38.520042,-8.889702:2025-01-01-01-54-35
WAVY04:38.519651,-8.890069:2025-01-01-01-54-40
WAVY04:38.519560,-8.890268:2025-01-01-01-54-45
WAVY04:38.520484,-8.889506:2025-01-01-01-54-50
WAVY04:38.519854,-8.889904:2025-01-01-01-54-55
WAVY01:40.640111,-8.650496:2025-01-01-01-54-35
WAVY01:40.639931,-8.649681:2025-01-01-01-54-40
WAVY01:40.640319,-8.649910:2025-01-01-01-54-45
WAVY01:40.640037,-8.649863:2025-01-01-01-54-50
WAVY01:40.639617,-8.649764:2025-01-01-01-54-55
WAVY01:40.640396,-8.650484:2025-01-01-01-55-00
WAVY01:40.639578,-8.649842:2025-01-01-01-55-05
WAVY01:40.640491,-8.649721:2025-01-01-01-55-10
WAVY01:40.640453,-8.650490:2025-01-01-01-55-15
WAVY01:40.640283,-8.649954:2025-01-01-01-55-20
WAVY04:38.520464,-8.890483:2025-01-01-01-55-00
WAVY04:38.520066,-8.890408:2025-01-01-01-55-05
WAVY04:38.519681,-8.890474:2025-01-01-01-55-10
WAVY04:38.519772,-8.890288:2025-01-01-01-55-15
WAVY04:38.520283,-8.889954:2025-01-01-01-55-20
WAVY01:40.640500,-8.649798:2025-01-01-01-55-25
WAVY01:40.639981,-8.649914:2025-01-01-01-55-30
WAVY01:40.639685,-8.649892:2025-01-01-01-55-35
WAVY01:40.640069,-8.650465:2025-01-01-01-55-40
WAVY01:40.640153,-8.649631:2025-01-01-01-55-45
WAVY04:38.520067,-8.889942:2025-01-01-01-55-25
WAVY04:38.519768,-8.890186:2025-01-01-01-55-30
WAVY04:38.520363,-8.890315:2025-01-01-01-55-35
WAVY04:38.519677,-8.890202:2025-01-01-01-55-40
WAVY04:38.520475,-8.889526:2025-01-01-01-55-45
WAVY04:38.519914,-8.889506:2025-01-01-01-55-50
WAVY04:38.519591,-8.890499:2025-01-01-01-55-55
WAVY04:38.519946,-8.890308:2025-01-01-01-56-00
WAVY04:38.520456,-8.890412:2025-01-01-01-56-05
WAVY04:38.520483,-8.889737:2025-01-01-01-56-10
WAVY01:40.639793,-8.650405:2025-01-01-01-55-50
WAVY01:40.639900,-8.650014:2025-01-01-01-55-55
WAVY01:40.639578,-8.649956:2025-01-01-01-56-00
WAVY01:40.639944,-8.650208:2025-01-01-01-56-05
WAVY01:40.640194,-8.649792:2025-01-01-01-56-10
WAVY01:40.639518,-8.649643:2025-01-01-01-56-15
WAVY01:40.639524,-8.649856:2025-01-01-01-56-20
WAVY01:40.640160,-8.649867:2025-01-01-01-56-25
WAVY01:40.640190,-8.650199:2025-01-01-01-56-30
WAVY01:40.639509,-8.650233:2025-01-01-01-56-35
WAVY04:38.520126,-8.890180:2025-01-01-01-56-15
WAVY04:38.519828,-8.889686:2025-01-01-01-56-20
WAVY04:38.520389,-8.889895:2025-01-01-01-56-25
WAVY04:38.519589,-8.890017:2025-01-01-01-56-30
WAVY04:38.520386,-8.889858:2025-01-01-01-56-35
WAVY01:40.640390,-8.649644:2025-01-01-01-56-40
WAVY01:40.640218,-8.649976:2025-01-01-01-56-45
WAVY01:40.640469,-8.650173:2025-01-01-01-56-50
WAVY01:40.640479,-8.650026:2025-01-01-01-56-55
WAVY01:40.639692,-8.650015:2025-01-01-01-57-00
WAVY04:38.520019,-8.889661:2025-01-01-01-56-40
WAVY04:38.520091,-8.890429:2025-01-01-01-56-45
WAVY04:38.519555,-8.890211:2025-01-01-01-56-50
WAVY04:38.520498,-8.890359:2025-01-01-01-56-55
WAVY04:38.520187,-8.889608:2025-01-01-01-57-00
WAVY04:38.519610,-8.889970:2025-01-01-01-57-05
WAVY04:38.519900,-8.890276:2025-01-01-01-57-10
WAVY04:38.519755,-8.889664:2025-01-01-01-57-15
WAVY04:38.520383,-8.889539:2025-01-01-01-57-20
WAVY04:38.520455,-8.889837:2025-01-01-01-57-25
WAVY01:40.640186,-8.649875:2025-01-01-01-57-05
WAVY01:40.640004,-8.650485:2025-01-01-01-57-10
WAVY01:40.639732,-8.649616:2025-01-01-01-57-15
WAVY01:40.639977,-8.649728:2025-01-01-01-57-20
WAVY01:40.639729,-8.650157:2025-01-01-01-57-25
WAVY04:38.519983,-8.890050:2025-01-01-01-57-30
WAVY04:38.520172,-8.889786:2025-01-01-01-57-35
WAVY04:38.520055,-8.889851:2025-01-01-01-57-40
WAVY04:38.520248,-8.890332:2025-01-01-01-57-45
WAVY04:38.519989,-8.889916:2025-01-01-01-57-50
WAVY01:40.640382,-8.649585:2025-01-01-01-57-30
WAVY01:40.640079,-8.649741:2025-01-01-01-57-35
WAVY01:40.639915,-8.649537:2025-01-01-01-57-40
WAVY01:40.640225,-8.649829:2025-01-01-01-57-45
WAVY01:40.640019,-8.649818:2025-01-01-01-57-50
WAVY04:38.519548,-8.890249:2025-01-01-01-57-55
WAVY04:38.520488,-8.889693:2025-01-01-01-58-00
WAVY04:38.520306,-8.890496:2025-01-01-01-58-05
WAVY04:38.520194,-8.890468:2025-01-01-01-58-10
WAVY04:38.519984,-8.890408:2025-01-01-01-58-15
WAVY01:40.639631,-8.650316:2025-01-01-01-57-55
WAVY01:40.640240,-8.650406:2025-01-01-01-58-00
WAVY01:40.639623,-8.650369:2025-01-01-01-58-05
WAVY01:40.639529,-8.649928:2025-01-01-01-58-10
WAVY01:40.639563,-8.650406:2025-01-01-01-58-15
WAVY04:38.520251,-8.889675:2025-01-01-01-58-20
WAVY04:38.519605,-8.889769:2025-01-01-01-58-25
WAVY04:38.519596,-8.890198:2025-01-01-01-58-30
WAVY04:38.520036,-8.889896:2025-01-01-01-58-35
WAVY04:38.520047,-8.889574:2025-01-01-01-58-40
WAVY01:40.640373,-8.649838:2025-01-01-01-58-20
WAVY01:40.639605,-8.650298:2025-01-01-01-58-25
WAVY01:40.640290,-8.649828:2025-01-01-01-58-30
WAVY01:40.639825,-8.650058:2025-01-01-01-58-35
WAVY01:40.640256,-8.649657:2025-01-01-01-58-40
WAVY01:40.640254,-8.649559:2025-01-01-01-58-45
WAVY01:40.639534,-8.649846:2025-01-01-01-58-50
WAVY01:40.640156,-8.649570:2025-01-01-01-58-55
WAVY01:40.639661,-8.650115:2025-01-01-01-59-00
WAVY01:40.639970,-8.649711:2025-01-01-01-59-05
WAVY04:38.519836,-8.889640:2025-01-01-01-58-45
WAVY04:38.520285,-8.889789:2025-01-01-01-58-50
WAVY04:38.519579,-8.890368:2025-01-01-01-58-55
WAVY04:38.519565,-8.889532:2025-01-01-01-59-00
WAVY04:38.519821,-8.889979:2025-01-01-01-59-05
WAVY01:40.640204,-8.649598:2025-01-01-01-59-10
WAVY01:40.640389,-8.650341:2025-01-01-01-59-15
WAVY01:40.639528,-8.649682:2025-01-01-01-59-20
WAVY01:40.640434,-8.649613:2025-01-01-01-59-25
WAVY01:40.640338,-8.649846:2025-01-01-01-59-30
WAVY04:38.520204,-8.890184:2025-01-01-01-59-10
WAVY04:38.519587,-8.889944:2025-01-01-01-59-15
WAVY04:38.519528,-8.889682:2025-01-01-01-59-20
WAVY04:38.519656,-8.890122:2025-01-01-01-59-25
WAVY04:38.520141,-8.890150:2025-01-01-01-59-30
WAVY04:38.519823,-8.889883:2025-01-01-01-59-35
WAVY04:38.519704,-8.890132:2025-01-01-01-59-40
WAVY04:38.519761,-8.890461:2025-01-01-01-59-45
WAVY04:38.519782,-8.890284:2025-01-01-01-59-50
WAVY04:38.520084,-8.890159:2025-01-01-01-59-55
WAVY01:40.639844,-8.650182:2025-01-01-01-59-35
WAVY01:40.640219,-8.650063:2025-01-01-01-59-40
WAVY01:40.639507,-8.649972:2025-01-01-01-59-45
WAVY01:40.639690,-8.649751:2025-01-01-01-59-50
WAVY01:40.639774,-8.649572:2025-01-01-01-59-55
WAVY01:40.640018,-8.649793:2025-01-01-02-00-00
WAVY01:40.639835,-8.650210:2025-01-01-02-00-05
WAVY01:40.639642,-8.649723:2025-01-01-02-00-10
WAVY01:40.639971,-8.650206:2025-01-01-02-00-15
WAVY01:40.639984,-8.650156:2025-01-01-02-00-20
WAVY04:38.520259,-8.889779:2025-01-01-02-00-00
WAVY04:38.519835,-8.890210:2025-01-01-02-00-05
WAVY04:38.520338,-8.890077:2025-01-01-02-00-10
WAVY04:38.520481,-8.889656:2025-01-01-02-00-15
WAVY04:38.520316,-8.889958:2025-01-01-02-00-20
WAVY04:38.520337,-8.890352:2025-01-01-02-00-25
WAVY04:38.519702,-8.890183:2025-01-01-02-00-30
WAVY04:38.520444,-8.889534:2025-01-01-02-00-35
WAVY04:38.519623,-8.890303:2025-01-01-02-00-40
WAVY04:38.520144,-8.889904:2025-01-01-02-00-45
WAVY01:40.639863,-8.649757:2025-01-01-02-00-25
WAVY01:40.639733,-8.649866:2025-01-01-02-00-30
WAVY01:40.640306,-8.649644:2025-01-01-02-00-35
WAVY01:40.639534,-8.650007:2025-01-01-02-00-40
WAVY01:40.639683,-8.649538:2025-01-01-02-00-45
WAVY04:38.520436,-8.890049:2025-01-01-02-00-50
WAVY04:38.519630,-8.889970:2025-01-01-02-00-55
WAVY04:38.519576,-8.890291:2025-01-01-02-01-00
WAVY04:38.520231,-8.890289:2025-01-01-02-01-05
WAVY04:38.519697,-8.889683:2025-01-01-02-01-10
WAVY01:40.640220,-8.650415:2025-01-01-02-00-50
WAVY01:40.639635,-8.649924:2025-01-01-02-00-55
WAVY01:40.639897,-8.650359:2025-01-01-02-01-00
WAVY01:40.639592,-8.649823:2025-01-01-02-01-05
WAVY01:40.639773,-8.650057:2025-01-01-02-01-10
WAVY01:40.640005,-8.650236:2025-01-01-02-01-15
WAVY01:40.640159,-8.650097:2025-01-01-02-01-20
WAVY01:40.640194,-8.649889:2025-01-01-02-01-25
WAVY01:40.639661,-8.649957:2025-01-01-02-01-30
WAVY01:40.639571,-8.649684:2025-01-01-02-01-35
WAVY04:38.519887,-8.889546:2025-01-01-02-01-15
WAVY04:38.519843,-8.889570:2025-01-01-02-01-20
WAVY04:38.520460,-8.890404:2025-01-01-02-01-25
WAVY04:38.520482,-8.889696:2025-01-01-02-01-30
WAVY04:38.520128,-8.890008:2025-01-01-02-01-35
WAVY04:38.520494,-8.890145:2025-01-01-02-01-40
WAVY04:38.519923,-8.889735:2025-01-01-02-01-45
WAVY04:38.519538,-8.889776:2025-01-01-02-01-50
WAVY04:38.520455,-8.890338:2025-01-01-02-01-55
WAVY04:38.519692,-8.889610:2025-01-01-02-02-00
WAVY01:40.640364,-8.650425:2025-01-01-02-01-40
WAVY01:40.640398,-8.649831:2025-01-01-02-01-45
WAVY01:40.640107,-8.650466:2025-01-01-02-01-50
WAVY01:40.639586,-8.649719:2025-01-01-02-01-55
WAVY01:40.640025,-8.649756:2025-01-01-02-02-00
WAVY04:38.520095,-8.890436:2025-01-01-02-02-05
WAVY04:38.520183,-8.889570:2025-01-01-02-02-10
WAVY04:38.520309,-8.890394:2025-01-01-02-02-15
WAVY04:38.519951,-8.889897:2025-01-01-02-02-20
WAVY04:38.519721,-8.889649:2025-01-01-02-02-25
WAVY01:40.639830,-8.649816:2025-01-01-02-02-05
WAVY01:40.639586,-8.650254:2025-01-01-02-02-10
WAVY01:40.640352,-8.649660:2025-01-01-02-02-15
WAVY01:40.639987,-8.650224:2025-01-01-02-02-20
WAVY01:40.639944,-8.650120:2025-01-01-02-02-25
WAVY04:38.519957,-8.890000:2025-01-01-02-02-30
WAVY04:38.520165,-8.889692:2025-01-01-02-02-35
WAVY04:38.519741,-8.889904:2025-01-01-02-02-40
WAVY04:38.520056,-8.889930:2025-01-01-02-02-45
WAVY04:38.520159,-8.889972:2025-01-01-02-02-50
WAVY01:40.639988,-8.649632:2025-01-01-02-02-30
WAVY01:40.639732,-8.649898:2025-01-01-02-02-35
WAVY01:40.640337,-8.649825:2025-01-01-02-02-40
WAVY01:40.639906,-8.649664:2025-01-01-02-02-45
WAVY01:40.640098,-8.650033:2025-01-01-02-02-50
WAVY01:40.640349,-8.650447:2025-01-01-02-02-55
WAVY01:40.640218,-8.650428:2025-01-01-02-03-00
WAVY01:40.640342,-8.650370:2025-01-01-02-03-05
WAVY01:40.640179,-8.649567:2025-01-01-02-03-10
WAVY01:40.639912,-8.650374:2025-01-01-02-03-15
WAVY04:38.520374,-8.889726:2025-01-01-02-02-55
WAVY04:38.519852,-8.889840:2025-01-01-02-03-00
WAVY04:38.519652,-8.889924:2025-01-01-02-03-05
WAVY04:38.520225,-8.889971:2025-01-01-02-03-10
WAVY04:38.520476,-8.889667:2025-01-01-02-03-15
WAVY04:38.519992,-8.889531:2025-01-01-02-03-20
WAVY04:38.520134,-8.890456:2025-01-01-02-03-25
WAVY04:38.519984,-8.890345:2025-01-01-02-03-30
WAVY04:38.519550,-8.889818:2025-01-01-02-03-35
WAVY04:38.519824,-8.889885:2025-01-01-02-03-40
WAVY01:40.639519,-8.650257:2025-01-01-02-03-20
WAVY01:40.640204,-8.649569:2025-01-01-02-03-25
WAVY01:40.639775,-8.650400:2025-01-01-02-03-30
WAVY01:40.639690,-8.649754:2025-01-01-02-03-35
WAVY01:40.639701,-8.650434:2025-01-01-02-03-40
WAVY01:40.640498,-8.649591:2025-01-01-02-03-45
WAVY01:40.640305,-8.649705:2025-01-01-02-03-50
WAVY01:40.639860,-8.650017:2025-01-01-02-03-55
WAVY01:40.640439,-8.650402:2025-01-01-02-04-00
WAVY01:40.639854,-8.649835:2025-01-01-02-04-05
WAVY04:38.520279,-8.889950:2025-01-01-02-03-45
WAVY04:38.519841,-8.890115:2025-01-01-02-03-50
WAVY04:38.520041,-8.890076:2025-01-01-02-03-55
WAVY04:38.519642,-8.890289:2025-01-01-02-04-00
WAVY04:38.519840,-8.890121:2025-01-01-02-04-05
WAVY04:38.520137,-8.889821:2025-01-01-02-04-10
WAVY04:38.520104,-8.889561:2025-01-01-02-04-15
WAVY04:38.520169,-8.889768:2025-01-01-02-04-20
WAVY04:38.520262,-8.889915:2025-01-01-02-04-25
WAVY04:38.520419,-8.890169:2025-01-01-02-04-30
WAVY01:40.640158,-8.649719:2025-01-01-02-04-10
WAVY01:40.640110,-8.650245:2025-01-01-02-04-15
WAVY01:40.640090,-8.649653:2025-01-01-02-04-20
WAVY01:40.640489,-8.649674:2025-01-01-02-04-25
WAVY01:40.640279,-8.650105:2025-01-01-02-04-30
WAVY04:38.519814,-8.889664:2025-01-01-02-04-35
WAVY04:38.520168,-8.889787:2025-01-01-02-04-40
WAVY04:38.520032,-8.890396:2025-01-01-02-04-45
WAVY04:38.519573,-8.889767:2025-01-01-02-04-50
WAVY04:38.520018,-8.889536:2025-01-01-02-04-55
WAVY01:40.640436,-8.649690:2025-01-01-02-04-35
WAVY01:40.639917,-8.649834:2025-01-01-02-04-40
WAVY01:40.639614,-8.650041:2025-01-01-02-04-45
WAVY01:40.639562,-8.650046:2025-01-01-02-04-50
WAVY01:40.639545,-8.649578:2025-01-01-02-04-55
WAVY01:40.639678,-8.650159:2025-01-01-02-05-00
WAVY01:40.639543,-8.649530:2025-01-01-02-05-05
WAVY01:40.639668,-8.650066:2025-01-01-02-05-10
WAVY01:40.640285,-8.650198:2025-01-01-02-05-15
WAVY01:40.639681,-8.650140:2025-01-01-02-05-20
WAVY04:38.520329,-8.890342:2025-01-01-02-05-00
WAVY04:38.519789,-8.889982:2025-01-01-02-05-05
WAVY04:38.519842,-8.889503:2025-01-01-02-05-10
WAVY04:38.519754,-8.889755:2025-01-01-02-05-15
WAVY04:38.520171,-8.889740:2025-01-01-02-05-20
WAVY04:38.520207,-8.889708:2025-01-01-02-05-25
WAVY04:38.519685,-8.890420:2025-01-01-02-05-30
WAVY04:38.520403,-8.889837:2025-01-01-02-05-35
WAVY04:38.520027,-8.890386:2025-01-01-02-05-40
WAVY04:38.520222,-8.889502:2025-01-01-02-05-45
WAVY01:40.640200,-8.649883:2025-01-01-02-05-25
WAVY01:40.640474,-8.649897:2025-01-01-02-05-30
WAVY01:40.640210,-8.650085:2025-01-01-02-05-35
WAVY01:40.639588,-8.649876:2025-01-01-02-05-40
WAVY01:40.640342,-8.650429:2025-01-01-02-05-45
WAVY04:38.520171,-8.889906:2025-01-01-02-05-50
WAVY04:38.520058,-8.889711:2025-01-01-02-05-55
WAVY04:38.520085,-8.889700:2025-01-01-02-06-00
WAVY04:38.519827,-8.890483:2025-01-01-02-06-05
WAVY04:38.520154,-8.889633:2025-01-01-02-06-10
WAVY01:40.640350,-8.649544:2025-01-01-02-05-50
WAVY01:40.640499,-8.650168:2025-01-01-02-05-55
WAVY01:40.640076,-8.650186:2025-01-01-02-06-00
WAVY01:40.640477,-8.650158:2025-01-01-02-06-05
WAVY01:40.640472,-8.650059:2025-01-01-02-06-10
WAVY04:38.519928,-8.890069:2025-01-01-02-06-15
WAVY04:38.520263,-8.889727:2025-01-01-02-06-20
WAVY04:38.520300,-8.889974:2025-01-01-02-06-25
WAVY04:38.520486,-8.890220:2025-01-01-02-06-30
WAVY04:38.520165,-8.889675:2025-01-01-02-06-35
WAVY01:40.640487,-8.649888:2025-01-01-02-06-15
