WAVY_ID:Dado:Timestamp
WAVY01:41.700484,-8.829774:2025-01-01-00-00-25
WAVY01:39.740121,-8.809551:2025-01-01-00-01-10
WAVY02:41.149602,-8.610041:2025-01-01-00-01-15
WAVY02:41.149544,-8.610382:2025-01-01-00-01-20
WAVY02:41.149963,-8.610109:2025-01-01-00-01-25
WAVY02:41.150350,-8.609559:2025-01-01-00-01-30
WAVY02:41.149513,-8.609818:2025-01-01-00-01-35
WAVY01:39.739553,-8.809726:2025-01-01-00-01-15
WAVY01:39.740361,-8.810312:2025-01-01-00-01-20
WAVY01:39.740454,-8.810258:2025-01-01-00-01-25
WAVY01:39.740061,-8.810318:2025-01-01-00-01-30
WAVY01:39.740074,-8.810038:2025-01-01-00-01-35
WAVY02:41.150345,-8.609565:2025-01-01-00-01-40
WAVY02:41.150228,-8.610472:2025-01-01-00-01-45
WAVY02:41.150204,-8.609760:2025-01-01-00-01-50
WAVY02:41.149766,-8.610322:2025-01-01-00-01-55
WAVY02:41.150416,-8.610117:2025-01-01-00-02-00
WAVY01:39.739504,-8.810324:2025-01-01-00-01-40
WAVY01:39.740173,-8.810167:2025-01-01-00-01-45
WAVY01:39.740480,-8.810193:2025-01-01-00-01-50
WAVY01:39.739502,-8.809743:2025-01-01-00-01-55
WAVY01:39.740058,-8.809877:2025-01-01-00-02-00
WAVY01:39.740221,-8.810318:2025-01-01-00-02-05
WAVY01:39.740109,-8.809925:2025-01-01-00-02-10
WAVY01:39.740497,-8.810221:2025-01-01-00-02-15
WAVY01:39.739716,-8.809509:2025-01-01-00-02-20
WAVY01:39.739967,-8.810099:2025-01-01-00-02-25
WAVY02:41.150216,-8.610040:2025-01-01-00-02-05
WAVY02:41.149960,-8.610450:2025-01-01-00-02-10
WAVY02:41.150027,-8.609802:2025-01-01-00-02-15
WAVY02:41.149677,-8.610074:2025-01-01-00-02-20
WAVY02:41.150185,-8.610327:2025-01-01-00-02-25
WAVY02:41.150204,-8.609566:2025-01-01-00-02-30
WAVY02:41.149652,-8.609850:2025-01-01-00-02-35
WAVY02:41.150455,-8.609647:2025-01-01-00-02-40
WAVY02:41.150395,-8.610002:2025-01-01-00-02-45
WAVY02:41.150361,-8.610490:2025-01-01-00-02-50
WAVY01:39.739649,-8.810363:2025-01-01-00-02-30
WAVY01:39.739652,-8.810258:2025-01-01-00-02-35
WAVY01:39.740261,-8.809545:2025-01-01-00-02-40
WAVY01:39.740395,-8.809934:2025-01-01-00-02-45
WAVY01:39.740399,-8.810155:2025-01-01-00-02-50
WAVY01:39.740270,-8.809663:2025-01-01-00-02-55
WAVY01:39.739534,-8.810449:2025-01-01-00-03-00
WAVY01:39.739827,-8.809847:2025-01-01-00-03-05
WAVY01:39.739953,-8.809561:2025-01-01-00-03-10
WAVY01:39.740308,-8.810046:2025-01-01-00-03-15
WAVY01:38.520061,-8.889940:2025-01-01-00-00-00
WAVY01:38.520450,-8.890314:2025-01-01-00-00-05
WAVY01:38.519841,-8.890091:2025-01-01-00-00-10
WAVY01:38.520403,-8.889610:2025-01-01-00-00-15
WAVY01:38.519885,-8.889860:2025-01-01-00-00-20
WAVY02:41.149557,-8.609839:2025-01-01-00-00-00
WAVY02:41.150281,-8.610314:2025-01-01-00-00-05
WAVY02:41.149861,-8.610091:2025-01-01-00-00-10
WAVY02:41.150311,-8.609610:2025-01-01-00-00-15
WAVY02:41.149730,-8.610487:2025-01-01-00-00-20
WAVY02:41.150337,-8.610114:2025-01-01-00-00-25
WAVY02:41.149942,-8.610085:2025-01-01-00-00-30
WAVY02:41.149519,-8.610356:2025-01-01-00-00-35
WAVY02:41.150320,-8.609781:2025-01-01-00-00-40
WAVY02:41.149605,-8.609983:2025-01-01-00-00-45
WAVY01:38.519704,-8.890370:2025-01-01-00-00-25
WAVY01:38.519942,-8.890085:2025-01-01-00-00-30
WAVY01:38.519643,-8.889597:2025-01-01-00-00-35
WAVY01:38.520230,-8.890483:2025-01-01-00-00-40
WAVY01:38.520334,-8.890032:2025-01-01-00-00-45
WAVY02:41.150412,-8.610482:2025-01-01-00-00-50
WAVY02:41.150025,-8.609620:2025-01-01-00-00-55
WAVY02:41.150246,-8.610352:2025-01-01-00-01-00
WAVY02:41.150285,-8.609862:2025-01-01-00-01-05
WAVY02:41.150005,-8.610015:2025-01-01-00-01-10
WAVY02:41.150446,-8.609557:2025-01-01-00-01-15
WAVY02:41.149623,-8.609601:2025-01-01-00-01-20
WAVY02:41.150255,-8.609692:2025-01-01-00-01-25
WAVY02:41.150440,-8.609530:2025-01-01-00-01-30
WAVY02:41.150085,-8.610431:2025-01-01-00-01-35
WAVY01:38.520256,-8.890060:2025-01-01-00-00-50
WAVY01:38.520462,-8.889966:2025-01-01-00-00-55
WAVY01:38.520100,-8.890121:2025-01-01-00-01-00
WAVY01:38.520199,-8.890169:2025-01-01-00-01-05
WAVY01:38.519923,-8.890279:2025-01-01-00-01-10
WAVY02:41.150152,-8.610384:2025-01-01-00-01-40
WAVY02:41.149747,-8.609983:2025-01-01-00-01-45
WAVY02:41.149878,-8.610080:2025-01-01-00-01-50
WAVY02:41.149747,-8.609798:2025-01-01-00-01-55
WAVY02:41.149596,-8.609841:2025-01-01-00-02-00
WAVY01:38.519858,-8.890479:2025-01-01-00-01-15
WAVY01:38.519574,-8.890187:2025-01-01-00-01-20
WAVY01:38.520060,-8.890417:2025-01-01-00-01-25
WAVY01:38.520220,-8.890179:2025-01-01-00-01-30
WAVY01:38.520010,-8.889939:2025-01-01-00-01-35
WAVY01:38.520498,-8.889778:2025-01-01-00-01-40
WAVY01:38.519997,-8.890329:2025-01-01-00-01-45
WAVY01:38.519608,-8.889694:2025-01-01-00-01-50
WAVY01:38.520348,-8.890437:2025-01-01-00-01-55
WAVY01:38.520320,-8.890039:2025-01-01-00-02-00
WAVY02:41.150406,-8.609821:2025-01-01-00-02-05
WAVY02:41.150266,-8.609791:2025-01-01-00-02-10
WAVY02:41.150071,-8.610346:2025-01-01-00-02-15
WAVY02:41.150401,-8.610252:2025-01-01-00-02-20
WAVY02:41.150230,-8.609692:2025-01-01-00-02-25
WAVY01:38.520169,-8.890096:2025-01-01-00-02-05
WAVY01:38.520474,-8.890192:2025-01-01-00-02-10
WAVY01:38.520014,-8.890455:2025-01-01-00-02-15
WAVY01:38.520374,-8.889943:2025-01-01-00-02-20
WAVY01:38.520247,-8.890151:2025-01-01-00-02-25
WAVY02:41.149978,-8.610415:2025-01-01-00-02-30
WAVY02:41.149775,-8.609948:2025-01-01-00-02-35
WAVY02:41.149665,-8.610202:2025-01-01-00-02-40
WAVY02:41.150016,-8.610303:2025-01-01-00-02-45
WAVY02:41.149596,-8.610330:2025-01-01-00-02-50
WAVY01:38.520209,-8.889761:2025-01-01-00-02-30
WAVY01:38.519590,-8.889582:2025-01-01-00-02-35
WAVY01:38.519754,-8.889598:2025-01-01-00-02-40
WAVY01:38.519756,-8.890156:2025-01-01-00-02-45
WAVY01:38.520202,-8.890117:2025-01-01-00-02-50
WAVY01:38.520034,-8.889733:2025-01-01-00-02-55
WAVY01:38.520043,-8.890343:2025-01-01-00-03-00
WAVY01:38.520414,-8.890287:2025-01-01-00-03-05
WAVY01:38.519724,-8.889705:2025-01-01-00-03-10
WAVY01:38.519867,-8.889881:2025-01-01-00-03-15
WAVY02:41.149810,-8.610363:2025-01-01-00-02-55
WAVY02:41.149815,-8.610176:2025-01-01-00-03-00
WAVY02:41.149811,-8.609879:2025-01-01-00-03-05
WAVY02:41.149920,-8.610149:2025-01-01-00-03-10
WAVY02:41.150055,-8.610221:2025-01-01-00-03-15
WAVY01:38.520273,-8.890021:2025-01-01-00-03-20
WAVY01:38.519819,-8.889656:2025-01-01-00-03-25
WAVY01:38.519885,-8.889710:2025-01-01-00-03-30
WAVY01:38.519552,-8.890413:2025-01-01-00-03-35
WAVY01:38.520015,-8.889535:2025-01-01-00-03-40
WAVY02:41.149976,-8.609777:2025-01-01-00-03-20
WAVY02:41.150353,-8.610324:2025-01-01-00-03-25
WAVY02:41.149505,-8.609710:2025-01-01-00-03-30
WAVY02:41.150264,-8.610161:2025-01-01-00-03-35
WAVY02:41.149511,-8.609771:2025-01-01-00-03-40
WAVY02:41.149691,-8.610260:2025-01-01-00-03-45
WAVY02:41.149522,-8.609794:2025-01-01-00-03-50
WAVY02:41.149678,-8.609975:2025-01-01-00-03-55
WAVY02:41.150174,-8.610139:2025-01-01-00-04-00
WAVY02:41.149641,-8.610383:2025-01-01-00-04-05
WAVY01:38.520373,-8.889642:2025-01-01-00-03-45
WAVY01:38.520224,-8.889708:2025-01-01-00-03-50
WAVY01:38.520264,-8.890242:2025-01-01-00-03-55
WAVY01:38.520092,-8.889736:2025-01-01-00-04-00
WAVY01:38.520244,-8.890211:2025-01-01-00-04-05
WAVY02:41.150152,-8.610031:2025-01-01-00-04-10
WAVY02:41.149714,-8.610139:2025-01-01-00-04-15
WAVY02:41.149560,-8.610495:2025-01-01-00-04-20
WAVY02:41.149880,-8.609616:2025-01-01-00-04-25
WAVY02:41.150311,-8.609974:2025-01-01-00-04-30
WAVY01:38.520489,-8.890044:2025-01-01-00-04-10
WAVY01:38.520364,-8.890417:2025-01-01-00-04-15
WAVY01:38.519977,-8.890377:2025-01-01-00-04-20
WAVY01:38.519718,-8.890384:2025-01-01-00-04-25
WAVY01:38.520017,-8.890490:2025-01-01-00-04-30
WAVY02:41.150340,-8.610317:2025-01-01-00-04-35
WAVY02:41.149632,-8.609678:2025-01-01-00-04-40
WAVY02:41.149738,-8.609959:2025-01-01-00-04-45
WAVY02:41.150419,-8.610006:2025-01-01-00-04-50
WAVY02:41.149760,-8.610246:2025-01-01-00-04-55
WAVY01:38.519718,-8.890140:2025-01-01-00-04-35
WAVY01:38.519541,-8.889815:2025-01-01-00-04-40
WAVY01:38.520042,-8.890390:2025-01-01-00-04-45
WAVY01:38.519809,-8.890075:2025-01-01-00-04-50
WAVY01:38.520367,-8.889824:2025-01-01-00-04-55
WAVY01:38.520253,-8.889699:2025-01-01-00-05-00
WAVY01:38.520135,-8.889883:2025-01-01-00-05-05
WAVY01:38.520039,-8.890481:2025-01-01-00-05-10
WAVY01:38.519567,-8.890074:2025-01-01-00-05-15
WAVY01:38.520131,-8.890059:2025-01-01-00-05-20
WAVY02:41.149539,-8.610081:2025-01-01-00-05-00
WAVY02:41.150466,-8.609805:2025-01-01-00-05-05
WAVY02:41.149668,-8.610393:2025-01-01-00-05-10
WAVY02:41.149514,-8.609573:2025-01-01-00-05-15
WAVY02:41.150003,-8.610319:2025-01-01-00-05-20
WAVY02:41.150351,-8.610141:2025-01-01-00-05-25
WAVY02:41.150483,-8.610400:2025-01-01-00-05-30
WAVY02:41.149662,-8.609550:2025-01-01-00-05-35
WAVY02:41.150324,-8.609751:2025-01-01-00-05-40
WAVY02:41.150135,-8.610431:2025-01-01-00-05-45
WAVY01:38.520014,-8.889815:2025-01-01-00-05-25
WAVY01:38.519594,-8.889824:2025-01-01-00-05-30
WAVY01:38.519860,-8.890336:2025-01-01-00-05-35
WAVY01:38.520375,-8.890478:2025-01-01-00-05-40
WAVY01:38.519589,-8.889806:2025-01-01-00-05-45
WAVY02:41.699609,-8.829868:2025-01-01-00-00-00
WAVY02:41.700314,-8.829864:2025-01-01-00-00-05
WAVY02:41.700471,-8.830293:2025-01-01-00-00-10
WAVY02:41.700229,-8.829914:2025-01-01-00-00-15
WAVY02:41.700205,-8.830214:2025-01-01-00-00-20
WAVY01:38.530244,-8.890238:2025-01-01-00-00-00
WAVY01:38.530314,-8.890231:2025-01-01-00-00-05
WAVY01:38.530318,-8.890338:2025-01-01-00-00-10
WAVY01:38.530229,-8.889914:2025-01-01-00-00-15
WAVY01:38.530174,-8.889544:2025-01-01-00-00-20
WAVY02:41.699940,-8.830168:2025-01-01-00-00-25
WAVY02:41.700247,-8.829566:2025-01-01-00-00-30
WAVY02:41.700282,-8.830027:2025-01-01-00-00-35
WAVY02:41.699642,-8.830203:2025-01-01-00-00-40
WAVY02:41.699549,-8.829654:2025-01-01-00-00-45
WAVY01:38.529940,-8.890168:2025-01-01-00-00-25
WAVY01:38.530247,-8.889649:2025-01-01-00-00-30
WAVY01:38.530282,-8.890235:2025-01-01-00-00-35
WAVY01:38.530434,-8.890489:2025-01-01-00-00-40
WAVY01:38.530192,-8.890451:2025-01-01-00-00-45
WAVY01:38.529716,-8.890084:2025-01-01-00-00-50
WAVY01:38.530463,-8.890362:2025-01-01-00-00-55
WAVY01:38.529776,-8.889699:2025-01-01-00-01-00
WAVY01:38.529542,-8.890486:2025-01-01-00-01-05
WAVY01:38.530063,-8.889788:2025-01-01-00-01-10
WAVY02:41.699716,-8.830084:2025-01-01-00-00-50
WAVY02:41.700440,-8.829635:2025-01-01-00-00-55
WAVY02:41.700302,-8.829927:2025-01-01-00-01-00
WAVY02:41.699512,-8.830074:2025-01-01-00-01-05
WAVY02:41.700423,-8.829649:2025-01-01-00-01-10
WAVY02:41.699828,-8.829560:2025-01-01-00-01-15
WAVY02:41.700152,-8.830131:2025-01-01-00-01-20
WAVY02:41.700323,-8.830321:2025-01-01-00-01-25
WAVY02:41.699652,-8.830298:2025-01-01-00-01-30
WAVY02:41.700208,-8.829896:2025-01-01-00-01-35
WAVY01:38.530436,-8.890135:2025-01-01-00-01-15
WAVY01:38.529860,-8.890222:2025-01-01-00-01-20
WAVY01:38.530104,-8.890325:2025-01-01-00-01-25
WAVY01:38.530016,-8.889556:2025-01-01-00-01-30
WAVY01:38.530429,-8.889914:2025-01-01-00-01-35
WAVY02:41.699506,-8.829561:2025-01-01-00-01-40
WAVY02:41.699790,-8.830127:2025-01-01-00-01-45
WAVY02:41.700302,-8.829800:2025-01-01-00-01-50
WAVY02:41.699820,-8.830100:2025-01-01-00-01-55
WAVY02:41.700358,-8.830163:2025-01-01-00-02-00
WAVY01:38.530133,-8.890409:2025-01-01-00-01-40
WAVY01:38.529548,-8.889609:2025-01-01-00-01-45
WAVY01:38.530482,-8.889864:2025-01-01-00-01-50
WAVY01:38.529835,-8.890135:2025-01-01-00-01-55
WAVY01:38.529720,-8.889667:2025-01-01-00-02-00
WAVY01:38.529815,-8.889959:2025-01-01-00-02-05
WAVY01:38.529788,-8.890226:2025-01-01-00-02-10
WAVY01:38.529971,-8.889985:2025-01-01-00-02-15
WAVY01:38.530168,-8.890234:2025-01-01-00-02-20
WAVY01:38.530459,-8.890280:2025-01-01-00-02-25
WAVY02:41.700231,-8.829813:2025-01-01-00-02-05
WAVY02:41.700134,-8.830484:2025-01-01-00-02-10
WAVY02:41.700130,-8.829512:2025-01-01-00-02-15
WAVY02:41.700168,-8.830234:2025-01-01-00-02-20
WAVY02:41.700491,-8.830032:2025-01-01-00-02-25
WAVY01:38.529588,-8.890277:2025-01-01-00-02-30
WAVY01:38.530205,-8.890336:2025-01-01-00-02-35
WAVY01:38.529557,-8.890495:2025-01-01-00-02-40
WAVY01:38.529956,-8.890299:2025-01-01-00-02-45
WAVY01:38.530003,-8.889747:2025-01-01-00-02-50
WAVY02:41.699713,-8.830419:2025-01-01-00-02-30
WAVY02:41.700365,-8.829872:2025-01-01-00-02-35
WAVY02:41.700437,-8.830303:2025-01-01-00-02-40
WAVY02:41.699709,-8.829605:2025-01-01-00-02-45
WAVY02:41.700003,-8.829984:2025-01-01-00-02-50
WAVY02:41.700327,-8.829958:2025-01-01-00-02-55
WAVY02:41.700207,-8.830492:2025-01-01-00-03-00
WAVY02:41.700085,-8.829914:2025-01-01-00-03-05
WAVY02:41.699874,-8.829860:2025-01-01-00-03-10
WAVY02:41.700463,-8.829886:2025-01-01-00-03-15
WAVY01:38.529523,-8.889544:2025-01-01-00-02-55
WAVY01:38.530120,-8.889513:2025-01-01-00-03-00
WAVY01:38.530085,-8.889949:2025-01-01-00-03-05
WAVY01:38.530341,-8.890259:2025-01-01-00-03-10
WAVY01:38.530264,-8.889610:2025-01-01-00-03-15
WAVY02:41.699886,-8.830375:2025-01-01-00-03-20
WAVY02:41.699572,-8.829988:2025-01-01-00-03-25
WAVY02:41.700466,-8.829965:2025-01-01-00-03-30
WAVY02:41.700094,-8.829716:2025-01-01-00-03-35
WAVY02:41.700420,-8.829754:2025-01-01-00-03-40
WAVY01:38.529821,-8.890055:2025-01-01-00-03-20
WAVY01:38.529702,-8.889575:2025-01-01-00-03-25
WAVY01:38.530410,-8.890433:2025-01-01-00-03-30
WAVY01:38.530237,-8.889666:2025-01-01-00-03-35
WAVY01:38.529742,-8.890462:2025-01-01-00-03-40
WAVY02:41.700327,-8.829651:2025-01-01-00-03-45
WAVY02:41.700071,-8.830283:2025-01-01-00-03-50
WAVY02:41.699518,-8.830256:2025-01-01-00-03-55
WAVY02:41.699612,-8.830383:2025-01-01-00-04-00
WAVY02:41.700175,-8.829730:2025-01-01-00-04-05
WAVY01:38.529688,-8.889644:2025-01-01-00-03-45
WAVY01:38.529996,-8.889635:2025-01-01-00-03-50
WAVY01:38.529651,-8.889779:2025-01-01-00-03-55
WAVY01:38.529643,-8.889744:2025-01-01-00-04-00
WAVY01:38.530013,-8.889651:2025-01-01-00-04-05
WAVY02:41.700485,-8.830229:2025-01-01-00-04-10
WAVY02:41.699942,-8.830070:2025-01-01-00-04-15
WAVY02:41.699856,-8.829537:2025-01-01-00-04-20
WAVY02:41.699793,-8.830366:2025-01-01-00-04-25
WAVY02:41.700290,-8.829862:2025-01-01-00-04-30
WAVY01:38.720222,-9.140275:2025-01-01-00-00-00
WAVY01:38.719817,-9.140245:2025-01-01-00-00-05
WAVY01:38.720196,-9.139501:2025-01-01-00-00-10
WAVY01:38.719820,-9.140210:2025-01-01-00-00-15
WAVY01:38.720374,-9.140124:2025-01-01-00-00-20
WAVY02:41.149721,-8.610358:2025-01-01-00-00-00
WAVY02:41.150204,-8.610232:2025-01-01-00-00-05
WAVY02:41.150122,-8.610002:2025-01-01-00-00-10
WAVY02:41.149680,-8.609875:2025-01-01-00-00-15
WAVY02:41.150374,-8.610124:2025-01-01-00-00-20
WAVY01:38.719685,-9.140171:2025-01-01-00-00-25
WAVY01:38.720367,-9.140336:2025-01-01-00-00-30
WAVY01:38.720065,-9.140350:2025-01-01-00-00-35
WAVY01:38.719983,-9.140421:2025-01-01-00-00-40
WAVY01:38.720194,-9.139772:2025-01-01-00-00-45
WAVY02:41.150439,-8.609681:2025-01-01-00-00-25
WAVY02:41.150115,-8.610001:2025-01-01-00-00-30
WAVY02:41.149881,-8.610183:2025-01-01-00-00-35
WAVY02:41.149983,-8.610421:2025-01-01-00-00-40
WAVY02:41.150048,-8.610202:2025-01-01-00-00-45
WAVY02:41.149983,-8.609830:2025-01-01-00-00-50
WAVY02:41.150279,-8.610191:2025-01-01-00-00-55
WAVY02:41.150442,-8.609678:2025-01-01-00-01-00
WAVY02:41.150045,-8.610032:2025-01-01-00-01-05
WAVY02:41.150340,-8.609521:2025-01-01-00-01-10
WAVY02:41.150479,-8.609722:2025-01-01-00-01-15
WAVY02:41.149537,-8.609591:2025-01-01-00-01-20
WAVY02:41.149611,-8.610499:2025-01-01-00-01-25
WAVY02:41.150346,-8.610235:2025-01-01-00-01-30
WAVY02:41.149634,-8.609711:2025-01-01-00-01-35
WAVY01:38.720196,-9.140351:2025-01-01-00-00-50
WAVY01:38.720211,-9.140223:2025-01-01-00-00-55
WAVY01:38.719858,-9.140334:2025-01-01-00-01-00
WAVY01:38.719590,-9.140458:2025-01-01-00-01-05
WAVY01:38.720487,-9.140003:2025-01-01-00-01-10
WAVY01:38.719577,-9.140266:2025-01-01-00-01-15
WAVY01:38.719752,-9.140256:2025-01-01-00-01-20
WAVY01:38.720406,-9.139937:2025-01-01-00-01-25
WAVY01:38.719918,-9.140316:2025-01-01-00-01-30
WAVY01:38.719972,-9.140007:2025-01-01-00-01-35
WAVY02:41.149818,-8.610129:2025-01-01-00-01-40
WAVY02:41.149577,-8.610188:2025-01-01-00-01-45
WAVY02:41.149778,-8.610054:2025-01-01-00-01-50
WAVY02:41.150126,-8.609801:2025-01-01-00-01-55
WAVY02:41.150121,-8.610118:2025-01-01-00-02-00
WAVY02:41.150051,-8.610360:2025-01-01-00-02-05
WAVY02:41.149813,-8.609877:2025-01-01-00-02-10
WAVY02:41.149521,-8.610492:2025-01-01-00-02-15
WAVY02:41.149834,-8.610119:2025-01-01-00-02-20
WAVY02:41.149787,-8.610147:2025-01-01-00-02-25
WAVY01:38.719527,-9.140382:2025-01-01-00-01-40
WAVY01:38.719913,-9.139598:2025-01-01-00-01-45
WAVY01:38.719942,-9.139962:2025-01-01-00-01-50
WAVY01:38.719810,-9.140182:2025-01-01-00-01-55
WAVY01:38.720393,-9.139915:2025-01-01-00-02-00
WAVY02:41.149943,-8.610492:2025-01-01-00-02-30
WAVY02:41.149712,-8.610127:2025-01-01-00-02-35
WAVY02:41.150072,-8.609918:2025-01-01-00-02-40
WAVY02:41.149761,-8.610253:2025-01-01-00-02-45
WAVY02:41.150481,-8.609588:2025-01-01-00-02-50
WAVY01:38.719626,-9.140236:2025-01-01-00-02-05
WAVY01:38.719777,-9.140112:2025-01-01-00-02-10
WAVY01:38.719984,-9.140346:2025-01-01-00-02-15
WAVY01:38.720480,-9.139583:2025-01-01-00-02-20
WAVY01:38.719771,-9.140023:2025-01-01-00-02-25
WAVY02:41.149548,-8.610220:2025-01-01-00-02-55
WAVY02:41.149821,-8.610230:2025-01-01-00-03-00
WAVY02:41.150068,-8.609575:2025-01-01-00-03-05
WAVY02:41.150263,-8.609727:2025-01-01-00-03-10
WAVY02:41.149770,-8.610011:2025-01-01-00-03-15
WAVY01:38.719643,-9.140045:2025-01-01-00-02-30
WAVY01:38.720359,-9.139745:2025-01-01-00-02-35
WAVY01:38.719542,-9.139619:2025-01-01-00-02-40
WAVY01:38.719912,-9.140261:2025-01-01-00-02-45
WAVY01:38.720338,-9.140420:2025-01-01-00-02-50
WAVY02:41.150332,-8.610061:2025-01-01-00-03-20
WAVY02:41.149988,-8.609673:2025-01-01-00-03-25
WAVY02:41.149675,-8.610149:2025-01-01-00-03-30
WAVY02:41.149623,-8.609982:2025-01-01-00-03-35
WAVY02:41.150394,-8.610406:2025-01-01-00-03-40
WAVY01:38.720455,-9.139670:2025-01-01-00-02-55
WAVY01:38.720085,-9.140056:2025-01-01-00-03-00
WAVY01:38.720081,-9.140402:2025-01-01-00-03-05
WAVY01:38.720442,-9.139960:2025-01-01-00-03-10
WAVY01:38.720393,-9.140150:2025-01-01-00-03-15
WAVY02:41.150203,-8.610072:2025-01-01-00-03-45
WAVY02:41.149786,-8.610317:2025-01-01-00-03-50
WAVY02:41.150247,-8.609567:2025-01-01-00-03-55
WAVY02:41.149871,-8.609587:2025-01-01-00-04-00
WAVY02:41.150445,-8.609712:2025-01-01-00-04-05
WAVY01:38.720257,-9.139815:2025-01-01-00-03-20
WAVY01:38.720347,-9.139637:2025-01-01-00-03-25
WAVY01:38.720194,-9.140285:2025-01-01-00-03-30
WAVY01:38.719942,-9.140128:2025-01-01-00-03-35
WAVY01:38.720141,-9.140413:2025-01-01-00-03-40
WAVY02:41.150394,-8.610255:2025-01-01-00-04-10
WAVY02:41.150121,-8.609500:2025-01-01-00-04-15
WAVY02:41.150489,-8.609893:2025-01-01-00-04-20
WAVY02:41.149798,-8.610090:2025-01-01-00-04-25
WAVY02:41.150452,-8.610467:2025-01-01-00-04-30
WAVY01:38.719674,-9.140024:2025-01-01-00-03-45
WAVY01:38.720330,-9.139633:2025-01-01-00-03-50
WAVY01:38.720434,-9.139540:2025-01-01-00-03-55
WAVY01:38.719878,-9.140190:2025-01-01-00-04-00
WAVY01:38.719826,-9.139817:2025-01-01-00-04-05
WAVY02:41.149783,-8.610188:2025-01-01-00-04-35
WAVY02:41.149869,-8.610045:2025-01-01-00-04-40
WAVY02:41.150106,-8.610276:2025-01-01-00-04-45
WAVY02:41.149553,-8.610183:2025-01-01-00-04-50
WAVY02:41.150470,-8.610285:2025-01-01-00-04-55
WAVY01:38.719815,-9.140069:2025-01-01-00-04-10
WAVY01:38.720266,-9.139816:2025-01-01-00-04-15
WAVY01:38.719674,-9.140094:2025-01-01-00-04-20
WAVY01:38.720468,-9.139898:2025-01-01-00-04-25
WAVY01:38.720087,-9.139776:2025-01-01-00-04-30
WAVY02:41.150326,-8.609593:2025-01-01-00-05-00
WAVY02:41.149559,-8.610148:2025-01-01-00-05-05
WAVY02:41.150305,-8.609923:2025-01-01-00-05-10
WAVY02:41.150283,-8.610160:2025-01-01-00-05-15
WAVY02:41.150332,-8.609516:2025-01-01-00-05-20
WAVY01:38.719667,-9.140128:2025-01-01-00-04-35
WAVY01:38.720392,-9.139973:2025-01-01-00-04-40
WAVY01:38.719754,-9.139599:2025-01-01-00-04-45
WAVY01:38.720383,-9.139995:2025-01-01-00-04-50
WAVY01:38.720162,-9.139562:2025-01-01-00-04-55
WAVY02:41.150465,-8.610239:2025-01-01-00-05-25
WAVY02:41.149680,-8.609885:2025-01-01-00-05-30
WAVY02:41.149985,-8.610358:2025-01-01-00-05-35
WAVY02:41.149802,-8.610439:2025-01-01-00-05-40
WAVY02:41.150454,-8.609800:2025-01-01-00-05-45
WAVY01:38.720212,-9.140136:2025-01-01-00-05-00
WAVY01:38.720094,-9.140458:2025-01-01-00-05-05
WAVY01:38.719832,-9.139792:2025-01-01-00-05-10
WAVY01:38.719519,-9.139772:2025-01-01-00-05-15
WAVY01:38.719730,-9.140057:2025-01-01-00-05-20
WAVY02:41.149784,-8.610250:2025-01-01-00-05-50
WAVY02:41.149876,-8.610148:2025-01-01-00-05-55
WAVY02:41.149541,-8.609897:2025-01-01-00-06-00
WAVY02:41.149918,-8.609835:2025-01-01-00-06-05
WAVY02:41.150152,-8.610172:2025-01-01-00-06-10
WAVY01:38.720178,-9.139984:2025-01-01-00-05-25
WAVY01:38.720011,-9.140472:2025-01-01-00-05-30
WAVY01:38.719546,-9.140466:2025-01-01-00-05-35
WAVY01:38.719800,-9.139672:2025-01-01-00-05-40
WAVY01:38.720058,-9.140272:2025-01-01-00-05-45
WAVY02:41.150104,-8.609972:2025-01-01-00-06-15
WAVY02:41.150142,-8.610392:2025-01-01-00-06-20
WAVY02:41.150076,-8.609530:2025-01-01-00-06-25
WAVY02:41.149963,-8.609713:2025-01-01-00-06-30
WAVY02:41.149973,-8.609618:2025-01-01-00-06-35
WAVY01:38.719561,-9.140006:2025-01-01-00-05-50
WAVY01:38.720113,-9.139964:2025-01-01-00-05-55
WAVY01:38.720326,-9.140225:2025-01-01-00-06-00
WAVY01:38.720385,-9.139583:2025-01-01-00-06-05
WAVY01:38.719549,-9.140410:2025-01-01-00-06-10
WAVY02:41.150290,-8.610289:2025-01-01-00-06-40
WAVY02:41.149597,-8.610483:2025-01-01-00-06-45
WAVY02:41.149546,-8.610387:2025-01-01-00-06-50
WAVY02:41.149712,-8.609760:2025-01-01-00-06-55
WAVY02:41.150157,-8.610249:2025-01-01-00-07-00
WAVY01:38.719928,-9.139926:2025-01-01-00-06-15
WAVY01:38.720148,-9.139943:2025-01-01-00-06-20
WAVY01:38.719988,-9.140180:2025-01-01-00-06-25
WAVY01:38.720032,-9.140020:2025-01-01-00-06-30
WAVY01:38.720017,-9.139658:2025-01-01-00-06-35
WAVY02:41.150454,-8.609507:2025-01-01-00-07-05
WAVY02:41.149753,-8.610316:2025-01-01-00-07-10
WAVY02:41.149516,-8.610425:2025-01-01-00-07-15
WAVY02:41.149709,-8.610241:2025-01-01-00-07-20
WAVY02:41.149951,-8.609670:2025-01-01-00-07-25
WAVY01:38.720089,-9.139676:2025-01-01-00-06-40
WAVY01:38.719583,-9.140096:2025-01-01-00-06-45
WAVY01:38.720369,-9.140281:2025-01-01-00-06-50
WAVY01:38.720104,-9.139811:2025-01-01-00-06-55
